"Time","Contracts","Funding Interval","Funding Rate"
"2023-07-19 17:00:00","BTCUSDT Perpetual","8h","0.005224%"
"2023-07-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-19 01:00:00","BTCUSDT Perpetual","8h","0.007477%"
"2023-07-18 17:00:00","BTCUSDT Perpetual","8h","0.006797%"
"2023-07-18 09:00:00","BTCUSDT Perpetual","8h","0.003983%"
"2023-07-18 01:00:00","BTCUSDT Perpetual","8h","0.006261%"
"2023-07-17 17:00:00","BTCUSDT Perpetual","8h","0.006278%"
"2023-07-17 09:00:00","BTCUSDT Perpetual","8h","0.002785%"
"2023-07-17 01:00:00","BTCUSDT Perpetual","8h","0.004583%"
"2023-07-16 17:00:00","BTCUSDT Perpetual","8h","0.007771%"
"2023-07-16 09:00:00","BTCUSDT Perpetual","8h","0.001993%"
"2023-07-16 01:00:00","BTCUSDT Perpetual","8h","0.002983%"
"2023-07-15 17:00:00","BTCUSDT Perpetual","8h","0.003006%"
"2023-07-15 09:00:00","BTCUSDT Perpetual","8h","-0.007313%"
"2023-07-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-14 01:00:00","BTCUSDT Perpetual","8h","0.000529%"
"2023-07-13 17:00:00","BTCUSDT Perpetual","8h","0.006120%"
"2023-07-13 09:00:00","BTCUSDT Perpetual","8h","-0.001135%"
"2023-07-13 01:00:00","BTCUSDT Perpetual","8h","0.004650%"
"2023-07-12 17:00:00","BTCUSDT Perpetual","8h","0.006478%"
"2023-07-12 09:00:00","BTCUSDT Perpetual","8h","0.007040%"
"2023-07-12 01:00:00","BTCUSDT Perpetual","8h","0.003954%"
"2023-07-11 17:00:00","BTCUSDT Perpetual","8h","0.008265%"
"2023-07-11 09:00:00","BTCUSDT Perpetual","8h","0.008010%"
"2023-07-11 01:00:00","BTCUSDT Perpetual","8h","0.002995%"
"2023-07-10 17:00:00","BTCUSDT Perpetual","8h","0.004850%"
"2023-07-10 09:00:00","BTCUSDT Perpetual","8h","-0.002182%"
"2023-07-10 01:00:00","BTCUSDT Perpetual","8h","0.006153%"
"2023-07-09 17:00:00","BTCUSDT Perpetual","8h","0.006821%"
"2023-07-09 09:00:00","BTCUSDT Perpetual","8h","0.005707%"
"2023-07-09 01:00:00","BTCUSDT Perpetual","8h","0.001686%"
"2023-07-08 17:00:00","BTCUSDT Perpetual","8h","0.002631%"
"2023-07-08 09:00:00","BTCUSDT Perpetual","8h","0.003757%"
"2023-07-08 01:00:00","BTCUSDT Perpetual","8h","-0.000658%"
"2023-07-07 17:00:00","BTCUSDT Perpetual","8h","0.004221%"
"2023-07-07 09:00:00","BTCUSDT Perpetual","8h","0.000698%"
"2023-07-07 01:00:00","BTCUSDT Perpetual","8h","0.001491%"
"2023-07-06 17:00:00","BTCUSDT Perpetual","8h","0.007720%"
"2023-07-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-07-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-29 17:00:00","BTCUSDT Perpetual","8h","0.009300%"
"2023-06-29 09:00:00","BTCUSDT Perpetual","8h","0.006574%"
"2023-06-29 01:00:00","BTCUSDT Perpetual","8h","0.004598%"
"2023-06-28 17:00:00","BTCUSDT Perpetual","8h","0.009302%"
"2023-06-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-23 01:00:00","BTCUSDT Perpetual","8h","0.009236%"
"2023-06-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-22 01:00:00","BTCUSDT Perpetual","8h","0.002551%"
"2023-06-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-21 09:00:00","BTCUSDT Perpetual","8h","0.006295%"
"2023-06-21 01:00:00","BTCUSDT Perpetual","8h","-0.002597%"
"2023-06-20 17:00:00","BTCUSDT Perpetual","8h","-0.000448%"
"2023-06-20 09:00:00","BTCUSDT Perpetual","8h","0.004350%"
"2023-06-20 01:00:00","BTCUSDT Perpetual","8h","0.003690%"
"2023-06-19 17:00:00","BTCUSDT Perpetual","8h","0.006397%"
"2023-06-19 09:00:00","BTCUSDT Perpetual","8h","0.007040%"
"2023-06-19 01:00:00","BTCUSDT Perpetual","8h","0.006705%"
"2023-06-18 17:00:00","BTCUSDT Perpetual","8h","0.008233%"
"2023-06-18 09:00:00","BTCUSDT Perpetual","8h","0.003706%"
"2023-06-18 01:00:00","BTCUSDT Perpetual","8h","0.007543%"
"2023-06-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-17 09:00:00","BTCUSDT Perpetual","8h","0.009868%"
"2023-06-17 01:00:00","BTCUSDT Perpetual","8h","0.000236%"
"2023-06-16 17:00:00","BTCUSDT Perpetual","8h","0.000781%"
"2023-06-16 09:00:00","BTCUSDT Perpetual","8h","0.003971%"
"2023-06-16 01:00:00","BTCUSDT Perpetual","8h","0.006687%"
"2023-06-15 17:00:00","BTCUSDT Perpetual","8h","0.006193%"
"2023-06-15 09:00:00","BTCUSDT Perpetual","8h","-0.003265%"
"2023-06-15 01:00:00","BTCUSDT Perpetual","8h","0.003660%"
"2023-06-14 17:00:00","BTCUSDT Perpetual","8h","0.002716%"
"2023-06-14 09:00:00","BTCUSDT Perpetual","8h","0.002438%"
"2023-06-14 01:00:00","BTCUSDT Perpetual","8h","0.006503%"
"2023-06-13 17:00:00","BTCUSDT Perpetual","8h","0.006180%"
"2023-06-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-13 01:00:00","BTCUSDT Perpetual","8h","0.003624%"
"2023-06-12 17:00:00","BTCUSDT Perpetual","8h","0.003065%"
"2023-06-12 09:00:00","BTCUSDT Perpetual","8h","0.008660%"
"2023-06-12 01:00:00","BTCUSDT Perpetual","8h","0.005925%"
"2023-06-11 17:00:00","BTCUSDT Perpetual","8h","0.003197%"
"2023-06-11 09:00:00","BTCUSDT Perpetual","8h","0.004450%"
"2023-06-11 01:00:00","BTCUSDT Perpetual","8h","0.003854%"
"2023-06-10 17:00:00","BTCUSDT Perpetual","8h","0.002417%"
"2023-06-10 09:00:00","BTCUSDT Perpetual","8h","0.008702%"
"2023-06-10 01:00:00","BTCUSDT Perpetual","8h","0.004404%"
"2023-06-09 17:00:00","BTCUSDT Perpetual","8h","0.007916%"
"2023-06-09 09:00:00","BTCUSDT Perpetual","8h","0.006588%"
"2023-06-09 01:00:00","BTCUSDT Perpetual","8h","0.004011%"
"2023-06-08 17:00:00","BTCUSDT Perpetual","8h","0.003090%"
"2023-06-08 09:00:00","BTCUSDT Perpetual","8h","0.005504%"
"2023-06-08 01:00:00","BTCUSDT Perpetual","8h","0.004005%"
"2023-06-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-07 01:00:00","BTCUSDT Perpetual","8h","0.004288%"
"2023-06-06 17:00:00","BTCUSDT Perpetual","8h","-0.003047%"
"2023-06-06 09:00:00","BTCUSDT Perpetual","8h","-0.007157%"
"2023-06-06 01:00:00","BTCUSDT Perpetual","8h","0.007856%"
"2023-06-05 17:00:00","BTCUSDT Perpetual","8h","0.009538%"
"2023-06-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-04 09:00:00","BTCUSDT Perpetual","8h","0.004850%"
"2023-06-04 01:00:00","BTCUSDT Perpetual","8h","0.005566%"
"2023-06-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-03 09:00:00","BTCUSDT Perpetual","8h","0.007420%"
"2023-06-03 01:00:00","BTCUSDT Perpetual","8h","0.009946%"
"2023-06-02 17:00:00","BTCUSDT Perpetual","8h","0.009266%"
"2023-06-02 09:00:00","BTCUSDT Perpetual","8h","0.004770%"
"2023-06-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-06-01 17:00:00","BTCUSDT Perpetual","8h","0.009640%"
"2023-06-01 09:00:00","BTCUSDT Perpetual","8h","0.002096%"
"2023-06-01 01:00:00","BTCUSDT Perpetual","8h","0.009865%"
"2023-05-31 17:00:00","BTCUSDT Perpetual","8h","0.002864%"
"2023-05-31 09:00:00","BTCUSDT Perpetual","8h","0.002343%"
"2023-05-31 01:00:00","BTCUSDT Perpetual","8h","0.003861%"
"2023-05-30 17:00:00","BTCUSDT Perpetual","8h","0.009035%"
"2023-05-30 09:00:00","BTCUSDT Perpetual","8h","0.006187%"
"2023-05-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-28 09:00:00","BTCUSDT Perpetual","8h","0.009880%"
"2023-05-28 01:00:00","BTCUSDT Perpetual","8h","0.007362%"
"2023-05-27 17:00:00","BTCUSDT Perpetual","8h","0.008564%"
"2023-05-27 09:00:00","BTCUSDT Perpetual","8h","0.007146%"
"2023-05-27 01:00:00","BTCUSDT Perpetual","8h","0.004953%"
"2023-05-26 17:00:00","BTCUSDT Perpetual","8h","0.009583%"
"2023-05-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-25 09:00:00","BTCUSDT Perpetual","8h","0.005820%"
"2023-05-25 01:00:00","BTCUSDT Perpetual","8h","0.004362%"
"2023-05-24 17:00:00","BTCUSDT Perpetual","8h","0.002067%"
"2023-05-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-23 01:00:00","BTCUSDT Perpetual","8h","0.004770%"
"2023-05-22 17:00:00","BTCUSDT Perpetual","8h","0.000209%"
"2023-05-22 09:00:00","BTCUSDT Perpetual","8h","0.003019%"
"2023-05-22 01:00:00","BTCUSDT Perpetual","8h","0.005071%"
"2023-05-21 17:00:00","BTCUSDT Perpetual","8h","0.007262%"
"2023-05-21 09:00:00","BTCUSDT Perpetual","8h","0.004776%"
"2023-05-21 01:00:00","BTCUSDT Perpetual","8h","-0.000849%"
"2023-05-20 17:00:00","BTCUSDT Perpetual","8h","0.002455%"
"2023-05-20 09:00:00","BTCUSDT Perpetual","8h","0.005313%"
"2023-05-20 01:00:00","BTCUSDT Perpetual","8h","0.003815%"
"2023-05-19 17:00:00","BTCUSDT Perpetual","8h","0.004474%"
"2023-05-19 09:00:00","BTCUSDT Perpetual","8h","0.002716%"
"2023-05-19 01:00:00","BTCUSDT Perpetual","8h","0.008342%"
"2023-05-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-18 01:00:00","BTCUSDT Perpetual","8h","0.004461%"
"2023-05-17 17:00:00","BTCUSDT Perpetual","8h","0.007029%"
"2023-05-17 09:00:00","BTCUSDT Perpetual","8h","0.008392%"
"2023-05-17 01:00:00","BTCUSDT Perpetual","8h","0.005800%"
"2023-05-16 17:00:00","BTCUSDT Perpetual","8h","0.003165%"
"2023-05-16 09:00:00","BTCUSDT Perpetual","8h","0.008660%"
"2023-05-16 01:00:00","BTCUSDT Perpetual","8h","-0.000190%"
"2023-05-15 17:00:00","BTCUSDT Perpetual","8h","-0.001576%"
"2023-05-15 09:00:00","BTCUSDT Perpetual","8h","0.004407%"
"2023-05-15 01:00:00","BTCUSDT Perpetual","8h","0.003537%"
"2023-05-14 17:00:00","BTCUSDT Perpetual","8h","0.003039%"
"2023-05-14 09:00:00","BTCUSDT Perpetual","8h","0.001715%"
"2023-05-14 01:00:00","BTCUSDT Perpetual","8h","0.004494%"
"2023-05-13 17:00:00","BTCUSDT Perpetual","8h","0.005385%"
"2023-05-13 09:00:00","BTCUSDT Perpetual","8h","-0.000010%"
"2023-05-13 01:00:00","BTCUSDT Perpetual","8h","0.002762%"
"2023-05-12 17:00:00","BTCUSDT Perpetual","8h","0.003964%"
"2023-05-12 09:00:00","BTCUSDT Perpetual","8h","0.003633%"
"2023-05-12 01:00:00","BTCUSDT Perpetual","8h","0.005207%"
"2023-05-11 17:00:00","BTCUSDT Perpetual","8h","0.006926%"
"2023-05-11 09:00:00","BTCUSDT Perpetual","8h","0.001596%"
"2023-05-11 01:00:00","BTCUSDT Perpetual","8h","0.003792%"
"2023-05-10 17:00:00","BTCUSDT Perpetual","8h","0.004784%"
"2023-05-10 09:00:00","BTCUSDT Perpetual","8h","0.003752%"
"2023-05-10 01:00:00","BTCUSDT Perpetual","8h","0.000378%"
"2023-05-09 17:00:00","BTCUSDT Perpetual","8h","0.006841%"
"2023-05-09 09:00:00","BTCUSDT Perpetual","8h","0.005110%"
"2023-05-09 01:00:00","BTCUSDT Perpetual","8h","0.003902%"
"2023-05-08 17:00:00","BTCUSDT Perpetual","8h","0.000407%"
"2023-05-08 09:00:00","BTCUSDT Perpetual","8h","0.000719%"
"2023-05-08 01:00:00","BTCUSDT Perpetual","8h","0.006046%"
"2023-05-07 17:00:00","BTCUSDT Perpetual","8h","0.004046%"
"2023-05-07 09:00:00","BTCUSDT Perpetual","8h","0.004321%"
"2023-05-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-06 01:00:00","BTCUSDT Perpetual","8h","0.008548%"
"2023-05-05 17:00:00","BTCUSDT Perpetual","8h","0.009909%"
"2023-05-05 09:00:00","BTCUSDT Perpetual","8h","0.003731%"
"2023-05-05 01:00:00","BTCUSDT Perpetual","8h","0.004314%"
"2023-05-04 17:00:00","BTCUSDT Perpetual","8h","0.009992%"
"2023-05-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-05-04 01:00:00","BTCUSDT Perpetual","8h","0.005700%"
"2023-05-03 17:00:00","BTCUSDT Perpetual","8h","0.005435%"
"2023-05-03 09:00:00","BTCUSDT Perpetual","8h","0.008568%"
"2023-05-03 01:00:00","BTCUSDT Perpetual","8h","0.001204%"
"2023-05-02 17:00:00","BTCUSDT Perpetual","8h","0.006135%"
"2023-05-02 09:00:00","BTCUSDT Perpetual","8h","0.000968%"
"2023-05-02 01:00:00","BTCUSDT Perpetual","8h","0.000566%"
"2023-05-01 17:00:00","BTCUSDT Perpetual","8h","-0.006370%"
"2023-05-01 09:00:00","BTCUSDT Perpetual","8h","0.002435%"
"2023-05-01 01:00:00","BTCUSDT Perpetual","8h","0.006078%"
"2023-04-30 17:00:00","BTCUSDT Perpetual","8h","0.003500%"
"2023-04-30 09:00:00","BTCUSDT Perpetual","8h","0.003132%"
"2023-04-30 01:00:00","BTCUSDT Perpetual","8h","0.007826%"
"2023-04-29 17:00:00","BTCUSDT Perpetual","8h","0.006750%"
"2023-04-29 09:00:00","BTCUSDT Perpetual","8h","0.000037%"
"2023-04-29 01:00:00","BTCUSDT Perpetual","8h","0.004476%"
"2023-04-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-28 01:00:00","BTCUSDT Perpetual","8h","0.003265%"
"2023-04-27 17:00:00","BTCUSDT Perpetual","8h","0.005769%"
"2023-04-27 09:00:00","BTCUSDT Perpetual","8h","0.002518%"
"2023-04-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-26 17:00:00","BTCUSDT Perpetual","8h","0.001686%"
"2023-04-26 09:00:00","BTCUSDT Perpetual","8h","0.004346%"
"2023-04-26 01:00:00","BTCUSDT Perpetual","8h","0.008541%"
"2023-04-25 17:00:00","BTCUSDT Perpetual","8h","0.006606%"
"2023-04-25 09:00:00","BTCUSDT Perpetual","8h","0.005066%"
"2023-04-25 01:00:00","BTCUSDT Perpetual","8h","0.002630%"
"2023-04-24 17:00:00","BTCUSDT Perpetual","8h","0.003694%"
"2023-04-24 09:00:00","BTCUSDT Perpetual","8h","0.004679%"
"2023-04-24 01:00:00","BTCUSDT Perpetual","8h","0.002369%"
"2023-04-23 17:00:00","BTCUSDT Perpetual","8h","0.001376%"
"2023-04-23 09:00:00","BTCUSDT Perpetual","8h","0.003767%"
"2023-04-23 01:00:00","BTCUSDT Perpetual","8h","0.002090%"
"2023-04-22 17:00:00","BTCUSDT Perpetual","8h","0.006857%"
"2023-04-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-21 09:00:00","BTCUSDT Perpetual","8h","0.006297%"
"2023-04-21 01:00:00","BTCUSDT Perpetual","8h","0.005898%"
"2023-04-20 17:00:00","BTCUSDT Perpetual","8h","0.003668%"
"2023-04-20 09:00:00","BTCUSDT Perpetual","8h","0.008579%"
"2023-04-20 01:00:00","BTCUSDT Perpetual","8h","-0.000081%"
"2023-04-19 17:00:00","BTCUSDT Perpetual","8h","0.006231%"
"2023-04-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-19 01:00:00","BTCUSDT Perpetual","8h","0.006771%"
"2023-04-18 17:00:00","BTCUSDT Perpetual","8h","-0.000510%"
"2023-04-18 09:00:00","BTCUSDT Perpetual","8h","0.004683%"
"2023-04-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-17 17:00:00","BTCUSDT Perpetual","8h","0.007376%"
"2023-04-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-16 09:00:00","BTCUSDT Perpetual","8h","0.007143%"
"2023-04-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-15 17:00:00","BTCUSDT Perpetual","8h","0.008454%"
"2023-04-15 09:00:00","BTCUSDT Perpetual","8h","-0.004975%"
"2023-04-15 01:00:00","BTCUSDT Perpetual","8h","0.003420%"
"2023-04-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-14 09:00:00","BTCUSDT Perpetual","8h","-0.000113%"
"2023-04-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-13 17:00:00","BTCUSDT Perpetual","8h","0.004427%"
"2023-04-13 09:00:00","BTCUSDT Perpetual","8h","0.006664%"
"2023-04-13 01:00:00","BTCUSDT Perpetual","8h","0.001747%"
"2023-04-12 17:00:00","BTCUSDT Perpetual","8h","0.008195%"
"2023-04-12 09:00:00","BTCUSDT Perpetual","8h","0.009582%"
"2023-04-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-11 01:00:00","BTCUSDT Perpetual","8h","0.006167%"
"2023-04-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-10 01:00:00","BTCUSDT Perpetual","8h","-0.000853%"
"2023-04-09 17:00:00","BTCUSDT Perpetual","8h","-0.000904%"
"2023-04-09 09:00:00","BTCUSDT Perpetual","8h","0.000950%"
"2023-04-09 01:00:00","BTCUSDT Perpetual","8h","0.003192%"
"2023-04-08 17:00:00","BTCUSDT Perpetual","8h","0.000466%"
"2023-04-08 09:00:00","BTCUSDT Perpetual","8h","0.000268%"
"2023-04-08 01:00:00","BTCUSDT Perpetual","8h","0.001055%"
"2023-04-07 17:00:00","BTCUSDT Perpetual","8h","-0.001473%"
"2023-04-07 09:00:00","BTCUSDT Perpetual","8h","0.001004%"
"2023-04-07 01:00:00","BTCUSDT Perpetual","8h","-0.002975%"
"2023-04-06 17:00:00","BTCUSDT Perpetual","8h","0.003597%"
"2023-04-06 09:00:00","BTCUSDT Perpetual","8h","0.001442%"
"2023-04-06 01:00:00","BTCUSDT Perpetual","8h","0.005265%"
"2023-04-05 17:00:00","BTCUSDT Perpetual","8h","0.008517%"
"2023-04-05 09:00:00","BTCUSDT Perpetual","8h","0.002760%"
"2023-04-05 01:00:00","BTCUSDT Perpetual","8h","-0.001276%"
"2023-04-04 17:00:00","BTCUSDT Perpetual","8h","-0.001357%"
"2023-04-04 09:00:00","BTCUSDT Perpetual","8h","-0.006009%"
"2023-04-04 01:00:00","BTCUSDT Perpetual","8h","0.005687%"
"2023-04-03 17:00:00","BTCUSDT Perpetual","8h","-0.001240%"
"2023-04-03 09:00:00","BTCUSDT Perpetual","8h","0.001759%"
"2023-04-03 01:00:00","BTCUSDT Perpetual","8h","0.004514%"
"2023-04-02 17:00:00","BTCUSDT Perpetual","8h","0.006893%"
"2023-04-02 09:00:00","BTCUSDT Perpetual","8h","0.004527%"
"2023-04-02 01:00:00","BTCUSDT Perpetual","8h","0.008839%"
"2023-04-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-04-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-31 17:00:00","BTCUSDT Perpetual","8h","0.006358%"
"2023-03-31 09:00:00","BTCUSDT Perpetual","8h","-0.002712%"
"2023-03-31 01:00:00","BTCUSDT Perpetual","8h","0.001122%"
"2023-03-30 17:00:00","BTCUSDT Perpetual","8h","0.005638%"
"2023-03-30 09:00:00","BTCUSDT Perpetual","8h","0.006986%"
"2023-03-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-29 17:00:00","BTCUSDT Perpetual","8h","0.007098%"
"2023-03-29 09:00:00","BTCUSDT Perpetual","8h","0.006075%"
"2023-03-29 01:00:00","BTCUSDT Perpetual","8h","0.007530%"
"2023-03-28 17:00:00","BTCUSDT Perpetual","8h","0.001122%"
"2023-03-28 09:00:00","BTCUSDT Perpetual","8h","-0.001428%"
"2023-03-28 01:00:00","BTCUSDT Perpetual","8h","-0.000396%"
"2023-03-27 17:00:00","BTCUSDT Perpetual","8h","0.002409%"
"2023-03-27 09:00:00","BTCUSDT Perpetual","8h","0.002905%"
"2023-03-27 01:00:00","BTCUSDT Perpetual","8h","0.003634%"
"2023-03-26 17:00:00","BTCUSDT Perpetual","8h","-0.003326%"
"2023-03-26 09:00:00","BTCUSDT Perpetual","8h","0.000061%"
"2023-03-26 01:00:00","BTCUSDT Perpetual","8h","0.000292%"
"2023-03-25 17:00:00","BTCUSDT Perpetual","8h","0.000425%"
"2023-03-25 09:00:00","BTCUSDT Perpetual","8h","-0.000310%"
"2023-03-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-23 17:00:00","BTCUSDT Perpetual","8h","-0.001090%"
"2023-03-23 09:00:00","BTCUSDT Perpetual","8h","0.000248%"
"2023-03-23 01:00:00","BTCUSDT Perpetual","8h","0.005334%"
"2023-03-22 17:00:00","BTCUSDT Perpetual","8h","0.000005%"
"2023-03-22 09:00:00","BTCUSDT Perpetual","8h","0.000268%"
"2023-03-22 01:00:00","BTCUSDT Perpetual","8h","0.000292%"
"2023-03-21 17:00:00","BTCUSDT Perpetual","8h","0.001254%"
"2023-03-21 09:00:00","BTCUSDT Perpetual","8h","0.008118%"
"2023-03-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-20 17:00:00","BTCUSDT Perpetual","8h","0.009081%"
"2023-03-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-17 09:00:00","BTCUSDT Perpetual","8h","0.003311%"
"2023-03-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2023-03-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
